imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics
tt0285742,Monster's Ball - L'ombra della vita,Monster's Ball,2001,4/5/2002,"Drama, Romance",111,USA,English,Marc Forster,"Milo Addica, Will Rokos",Lee Daniels Entertainment,"Billy Bob Thornton, Taylor Simpson, Gabrielle Witcher, Heath Ledger, Amber Rules, Peter Boyle, Charles Cowan Jr., Taylor LaGrange, Yasiin Bey, Anthony Bean, Francine Segal, John McConnell, Marcus Lyle Brown, Milo Addica, Leah Loftin","After a family tragedy, a racist prison guard re-examines his attitudes while falling in love with the African-American wife of the last prisoner he executed.",7,81502,"$4,000,000 ","$31,273,922 ","$45,011,434 ",69,529,149
tt0292644,Le regole dell'attrazione,The Rules of Attraction,2002,3/19/2004,"Comedy, Drama, Romance",110,"USA, Germany","English, German",Roger Avary,"Bret Easton Ellis, Roger Avary",Kingsgate Films,"James Van Der Beek, Shannyn Sossamon, Jessica Biel, Kip Pardue, Kate Bosworth, Ian Somerhalder, Joel Michaely, Jay Baruchel, Thomas Ian Nicholas, Clifton Collins Jr., Clare Kramer, Faye Dunaway, Swoosie Kurtz, Russell Sams, Colin Bain","The incredibly spoiled and overprivileged students of Camden College are a backdrop for an unusual love triangle between a drug dealer, a virgin and a bisexual classmate.",6.7,48968,"$4,000,000 ","$6,532,619 ","$11,832,822 ",50,417,141
tt0308878,The Shape of Things,The Shape of Things,2003,5/16/2003,"Comedy, Drama, Romance",96,"USA, France, UK",English,Neil LaBute,"Neil LaBute, Neil LaBute",Mepris Films,"Gretchen Mol, Paul Rudd, Rachel Weisz, Frederick Weller","A quiet, unassuming man begins to change in a major way as a result of meeting a new, art-student girlfriend, and his friends are unsettled by the transformation.",6.7,10816,"$4,000,000 ","$735,992 ","$826,617 ",59,110,77
tt0310775,Mr. Vendetta,Boksuneun naui geot,2002,3/29/2002,"Crime, Drama, Thriller",129,South Korea,"Korean, Korean Sign Language",Chan-wook Park,"Myeong-chan Park, Mu-yeong Lee",CJ Entertainment,"Kang-ho Song, Ha-kyun Shin, Doona Bae, Ji-Eun Lim, Bo-bae Han, Dae-yeon Lee, Ju-bong Gi, Se-dong Kim, Yoon-mi Lee, Seung-bum Ryoo, Dae-han Ji, Jong-su Heo, Masashi Fujimoto, Gyu-su Jeong, Jae-yeong Jeong","A recently laid off factory worker kidnaps his former boss' friend's daughter, hoping to use the ransom money to pay for his sister's kidney transplant.",7.6,61058,"$4,000,000 ","$45,289 ","$2,046,061 ",56,141,146
tt0318761,Thumbsucker - Il succhiapollice,Thumbsucker,2005,10/7/2005,"Comedy, Drama",96,USA,English,Mike Mills,"Walter Kirn, Mike Mills",Bob Yari Productions,"Ted Beckman, Benjamin Bratt, Vincent D'Onofrio, Arvin V. Entena, Tyler Gannon, Kelli Garner, Allen Go, Dakota O'Hara, Walter Kirn, Kit Koenig, Sarah Lucht, Eric Normington, Nancy O'Dell, Lanette Prazeau, Lou Taylor Pucci",Justin throws himself and everyone around him into chaos when he attempts to break free from his addiction to his thumb.,6.6,20487,"$4,000,000 ","$1,328,679 ","$2,138,742 ",69,95,119
tt0319769,I lunedÃ¬ al sole,Los lunes al sol,2002,3/21/2003,"Comedy, Drama",113,"Spain, France, Italy",Spanish,Fernando LeÃ³n de Aranoa,"Fernando LeÃ³n de Aranoa, Ignacio del Moral",Sogepaq,"Javier Bardem, Luis Tosar, JosÃ© Ãngel Egido, Nieve de Medina, Enrique VillÃ©n, Celso Bugallo, JoaquÃ­n Climent, Aida Folch, Serge Riaboukine, Laura DomÃ­nguez, Pepo Oliva, Fernando Tejero, AndrÃ©s Lima, Antonio Mourelos, CÃ©sar Cambeiro","This is the story of those who live as if every day was a constant Sunday, those who spend their Mondays in the sun. The story of people who worked in a dockyard but are now unemployed.",7.6,12927,"$4,000,000 ","$153,256 ","$9,832,663 ",64,39,66
tt0329767,Wilbur Wants to Kill Himself,Wilbur Wants to Kill Himself,2002,11/8/2002,"Comedy, Drama, Romance",111,"Denmark, UK, Sweden, France",English,Lone Scherfig,"Lone Scherfig, Anders Thomas Jensen",Zentropa Entertainments,"Jamie Sives, Adrian Rawlins, Shirley Henderson, Lisa McKinlay, Mads Mikkelsen, Julia Davis, Susan Vidler, Robert McIntosh, Lorraine McIntosh, Gordon Brown, Mhairi Morrison, Andrew Townsley, Coral Preston, Colin McAllister, Owen Gorman","The chronically suicidal Wilbur and his good-hearted big brother Harbour are in their thirties, when their father dies, leaving them with nothing but a worn down second-hand bookshop in Glasgow.",6.8,7549,"$4,000,000 ","$235,294 ","$1,873,482 ",69,51,61
tt0335266,Lost in Translation - L'amore tradotto,Lost in Translation,2003,12/5/2003,"Comedy, Drama",102,"USA, Japan","English, Japanese, German, French",Sofia Coppola,Sofia Coppola,Focus Features,"Scarlett Johansson, Bill Murray, Akiko Takeshita, Kazuyoshi Minamimagoe, Kazuko Shibata, Take, Ryuichiro Baba, Akira Yamaguchi, Catherine Lambert, FranÃ§ois du Bois, Tim Leffman, Gregory Pekar, Richard Allen, Giovanni Ribisi, Diamond Yukai",A faded movie star and a neglected young woman form an unlikely bond after crossing paths in Tokyo.,7.7,403588,"$4,000,000 ","$44,585,453 ","$118,685,453 ",89,1988,290
tt0366780,Mirrormask,Mirrormask,2005,3/3/2006,"Adventure, Fantasy",101,"UK, USA",English,Dave McKean,"Neil Gaiman, Dave McKean",Destination Films,"Stephanie Leonidas, Jason Barry, Rob Brydon, Gina McKee, Dora Bryan, Stephen Fry, Andy Hamilton, Simon Harvey, Lenny Henry, Robert Llewellyn, Eryl Maynard, Eve Pearce, Nik Robson, Victoria Williams, Rick Allen","In a fantasy world of opposing kingdoms, a fifteen-year-old girl must find the fabled MirrorMask in order to save the kingdom and get home.",6.8,22164,"$4,000,000 ","$866,999 ","$866,999 ",55,155,117
tt0373024,Imaginary Heroes,Imaginary Heroes,2004,7/22/2005,"Comedy, Drama",111,"USA, Germany, Belgium",English,Dan Harris,Dan Harris,ApolloProMedia GmbH & Co. 1. Filmproduktion KG (I),"Sigourney Weaver, Emile Hirsch, Jeff Daniels, Michelle Williams, Kip Pardue, Deirdre O'Connell, Ryan Donowho, Suzanne Santo, Jay Paulson, Luke Robertson, Lee Wilkof, Terry Beaver, Sara Tanaka, Ned Benson, Larry Fessenden",The Travis family faÃ§ade is destroyed by an event incomprehensible to them -- an event which will open locked doors and finally reveal the secrets that have haunted them for decades.,7.1,9362,"$4,000,000 ","$228,767 ","$291,118 ",53,58,74
tt0432348,Saw II - La soluzione dell'enigma,Saw II,2005,1/5/2006,"Horror, Mystery",93,"Canada, USA",English,Darren Lynn Bousman,"Leigh Whannell, Darren Lynn Bousman",Twisted Pictures,"Tobin Bell, Shawnee Smith, Donnie Wahlberg, Erik Knudsen, Franky G, Glenn Plummer, Emmanuelle Vaugier, Beverley Mitchell, Timothy Burd, Dina Meyer, Lyriq Bent, Noam Jenkins, Tony Nappo, Kelly Jones, Vincent Rother",A detective and his team must rescue 8 people trapped in a factory by the twisted serial killer known as Jigsaw.,6.6,229054,"$4,000,000 ","$87,039,965 ","$147,748,505 ",40,889,261
tt0448075,Una voce nella notte,The Night Listener,2006,1/12/2007,"Crime, Drama, Horror",91,USA,English,Patrick Stettner,"Armistead Maupin, Terry Anderson",Hart Sharp Entertainment,"Toni Collette, Robin Williams, Joe Morton, Bobby Cannavale, Rory Culkin, Sandra Oh, Rodrigo Lopresti, John Cullum, Lisa Emery, Guenia Lemos, Marcia Haufrecht, Nick Gregory, Ed Jewett, Becky Ann Baker, Billy Van","In the midst of his crumbling relationship, a radio show host begins speaking to his biggest fan, a young boy, via the telephone. But when questions about the boy's identity come up, the host's life is thrown into chaos.",5.9,14539,"$4,000,000 ","$7,836,393 ","$10,639,686 ",51,166,127
tt0457513,Scoop,Scoop,2006,10/6/2006,"Comedy, Crime, Fantasy",96,"UK, USA",English,Woody Allen,Woody Allen,BBC Films,"Jim Dunk, Robert Bathurst, Geoff Bell, Christopher Fulford, Nigel Lindsay, Ian McShane, Fenella Woolgar, Pete Mastin, Doreen Mantle, David Schneider, Meera Syal, Kevin McNally, Robyn Kerr, Richard Stirling, Scarlett Johansson","An American journalism student in London scoops a big story, and begins an affair with an aristocrat as the incident unfurls.",6.7,79554,"$4,000,000 ","$10,525,717 ","$39,220,946 ",48,262,178
tt0462395,Larry the Cable Guy: Health Inspector,Larry the Cable Guy: Health Inspector,2006,3/24/2006,"Comedy, Romance",89,USA,English,Trent Cooper,"Jonathan Bernstein, James Greer",Full Sail Real World Education,"Larry the Cable Guy, David Koechner, Michael Papajohn, Phyllis Alexion, Tony Hale, Thomas F. Wilson, Iris Bahr, Eric Esteban, Brooke Dillman, Joanna Cassidy, Rahman Khan, Megyn Price, Arian Ash, Bruce Bruce, Tom Hillmann","A slovenly cable repairman becomes a big city Health Inspector, and is tasked with uncovering the source of a food poisoning epidemic.",3.3,10403,"$4,000,000 ","$15,680,099 ","$15,680,099 ",21,116,36
tt0465436,I ragazzi di Dicembre,December Boys,2007,9/20/2007,"Drama, Romance",105,"Australia, Germany, USA","English, French",Rod Hardy,"Ronald Kinnoch, Michael Noonan",Australian Film Finance Corporation (AFFC),"Daniel Radcliffe, Lee Cormie, Christian Byers, James Fraser, Jack Thompson, Teresa Palmer, Sullivan Stapleton, Victoria Hill, Max Cullen, Kris McQuade, Ralph Cotterill, Frank Gallacher, Paul Blackwell, Judi Farr, Carmel Johnson","One summer, four orphans boys who have grown to be the closest of friends find themselves competing for the attention of the same family.",6.5,11564,"$4,000,000 ","$50,715 ","$1,175,579 ",56,32,68
tt0470705,Bug - La paranoia Ã¨ contagiosa,Bug,2006,5/25/2007,"Drama, Horror, Thriller",102,"USA, Germany",English,William Friedkin,"Tracy Letts, Tracy Letts",Lions Gate Films,"Ashley Judd, Michael Shannon, Harry Connick Jr., Lynn Collins, BrÃ­an F. O'Byrne, Neil Bergeron, Bob Neill",An unhinged war veteran holes up with a lonely woman in a spooky Oklahoma motel room. The line between reality and delusion is blurred as they discover a bug infestation.,6.1,32485,"$4,000,000 ","$7,025,810 ","$8,095,658 ",62,346,204
tt0483756,Nobel son - Un colpo da Nobel,Nobel Son,2007,12/5/2008,"Comedy, Crime, Drama",110,USA,English,Randall Miller,"Jody Savin, Randall Miller",Eli's Son Production,"Alan Rickman, Bryan Greenberg, Shawn Hatosy, Mary Steenburgen, Bill Pullman, Eliza Dushku, Danny DeVito, Lindy Booth, Tracey Walter, Ted Danson, Ernie Hudson, Hal B. Klein, Matt Winston, Kirk Baily, Joyce Guy","A professor of chemistry wins the Nobel Prize. His wife joins him to Stockholm but his PhD. working son gets kidnapped. The kidnapper demands $2,000,000 = prize sum.",6.3,5550,"$4,000,000 ","$540,382 ","$550,782 ",28,43,58
tt0488478,12,12,2007,6/27/2008,"Crime, Drama, Thriller",159,Russia,"Russian, Chechen",Nikita Mikhalkov,"Nikita Mikhalkov, Aleksandr Novototskiy-Vlasov",Federal Agency for Culture and Cinematography,"Sergey Makovetskiy, Nikita Mikhalkov, Sergey Garmash, Valentin Gaft, Aleksey Petrenko, Yuriy Stoyanov, Sergey Gazarov, Mikhail Efremov, Aleksey Gorbunov, Sergey Artsibashev, Viktor Verzhbitskiy, Roman Madyanov, Aleksandr Adabashyan, Apti Magamaev, Abdi Magamaev",Twelve jurors must decide the fate of a Chechen adolescent charged with murdering his stepfather.,7.7,13769,"$4,000,000 ","$125,120 ","$7,537,453 ",72,40,70
tt0796375,You Kill Me,You Kill Me,2007,7/13/2007,"Comedy, Crime, Romance",93,USA,English,John Dahl,"Christopher Markus, Stephen McFeely",Bipolar Pictures,"Ben Kingsley, TÃ©a Leoni, Luke Wilson, Dennis Farina, Philip Baker Hall, Bill Pullman, Marcus Thomas, Scott Heindl, Alison Sealy-Smith, Aron Tager, Jayne Eastwood, Al Corley, Erik Fjeldsted, Aaron Hughes, Devin McCracken","While drying out on the West Coast, an alcoholic hitman befriends a tart-tongued woman who might just come in handy when it's time for him to return to Buffalo and settle some old scores.",6.5,17665,"$4,000,000 ","$2,429,367 ","$3,748,295 ",64,77,126
tt0842926,I ragazzi stanno bene,The Kids Are All Right,2010,3/4/2011,"Comedy, Drama, Romance",106,"USA, France",English,Lisa Cholodenko,"Lisa Cholodenko, Stuart Blumberg",Focus Features,"Julianne Moore, Annette Bening, Mark Ruffalo, Mia Wasikowska, Josh Hutcherson, Yaya DaCosta, Kunal Sharma, Eddie Hassell, Zosia Mamet, JoaquÃ­n Garrido, Rebecca Lawrence Levy, Lisa Eisner, Eric Eisner, Sasha Spielberg, James MacDonald",Two children conceived by artificial insemination bring their biological father into their non-traditional family life.,7,124375,"$4,000,000 ","$20,811,365 ","$34,758,951 ",86,309,322
tt0857191,L'ospite inatteso,The Visitor,2007,12/5/2008,Drama,104,USA,"English, French, Arabic, Romanian",Tom McCarthy,Tom McCarthy,Groundswell Productions,"Richard Jenkins, Haaz Sleiman, Danai Gurira, Hiam Abbass, Marian Seldes, Maggie Moore, Michael Cumpsty, Bill McHenry, Richard Kind, Tzahi Moskovitz, Amir Arison, Neal Lerner, Ramon Fernandez, Frank Pando, Waleed Zuaiter",A college professor travels to New York City to attend a conference and finds a young couple living in his apartment.,7.6,41195,"$4,000,000 ","$9,427,089 ","$18,197,518 ",79,170,233
tt0861739,Tropa de elite - Gli squadroni della morte,Tropa de Elite,2007,6/6/2008,"Action, Crime, Drama",115,"Brazil, USA, Argentina","Greek, Latin, French, English, German, Italian, Spanish, Portuguese",JosÃ© Padilha,"AndrÃ© Batista, BrÃ¡ulio Mantovani",Zazen ProduÃ§Ãµes,"Wagner Moura, AndrÃ© Ramiro, Caio Junqueira, Milhem Cortaz, Fernanda Machado, Maria Ribeiro, Paulo Vilela, Fernanda de Freitas, AndrÃ© Di Mauro, FÃ¡bio Lago, Erick Oliveira, Patrick Santos, Rafael d'Avila, Roberta Santiago, Emerson Gomes","In 1997 Rio de Janeiro, Captain Nascimento has to find a substitute for his position while trying to take down drug dealers and criminals before the Pope visits.",8.1,96460,"$4,000,000 ","$8,744 ","$14,759,148 ",33,122,147
tt0873886,Red State,Red State,2011,9/30/2011,"Action, Crime, Horror",88,USA,English,Kevin Smith,Kevin Smith,NVSH Productions,"Michael Angarano, Deborah Aquila, Nicholas Braun, Ronnie Connell, Kaylee DeFer, Joey Figueroa, Kyle Gallner, Anna Gunn, Matt Jones, John Lacy, Catherine McCord, Alexa Nikolas, Stephen Root, Cooper Thornton, Betty Aberlin","Set in Middle America, a group of teens receive an online invitation for sex, though they soon encounter fundamentalists with a much more sinister agenda.",6.2,61377,"$4,000,000 ","$1,104,682 ","$1,874,460 ",50,306,288
tt0901507,Rise of the Footsoldier,Rise of the Footsoldier,2007,9/7/2007,"Action, Biography, Crime",119,UK,English,Julian Gilbey,"Julian Gilbey, Will Gilbey",Carnaby International,"Ricci Harnett, Craig Fairbrass, Terry Stone, Roland Manookian, Coralie Rose, Neil Maskell, Billy Murray, Ian Virgo, Kierston Wareing, Patrick Regis, Lara Belmont, Emily Beecham, Andy Linden, Frank Harper, Jason Maza",The life of career criminal Carlton Leach.,6.8,18816,"$4,000,000 ",,"$355,345 ",,91,54
tt0962711,The Objective,The Objective,2008,4/24/2008,"Horror, Sci-Fi, Thriller",90,"USA, Morocco","English, Pushto",Daniel Myrick,"Daniel Myrick, Mark A. Patton",Jaz Films,"Jonas Ball, Matthew R. Anderson, Jon Huertas, Michael C. Williams, Sam Hunter, Jeff Prewett, Kenny Taylor, Chems-Eddine Zinoune, Qzaibar Allal, Hammou Abaou, Rkia Chkaroll, Ibtihal Iataren, El Hayrani Lekbir, P. David Miller, Vanessa Johansson","A military special operations team, led by a CIA case officer, are on a mission in the harsh and hostile terrain of Afghanistan where they find themselves in a Middle Eastern ""Bermuda Triangle"" of ancient evil.",5.5,7744,"$4,000,000 ",$95 ,$95 ,26,68,39
tt1023500,Doghouse,Doghouse,2009,6/12/2009,"Comedy, Horror, Sci-Fi",89,UK,English,Jake West,Dan Schaffer,Carnaby International,"Danny Dyer, Noel Clarke, Emil Marwa, Lee Ingleby, Keith-Lee Castle, Christina Cole, Terry Stone, Neil Maskell, Emily Booth, Stephen Graham, Victoria Hopkins, Deborah Hyde, Nicola Jane Reading, Joelle Simpson, Deborah Perry","A group of men, heading to a remote village to help one of their friends get over his divorce, soon discover that all the women have been infected with a virus that makes them man-hating cannibals.",6,20877,"$4,000,000 ",,"$179,836 ",,61,101
tt1065073,Boyhood,Boyhood,2014,10/23/2014,Drama,165,USA,"English, Spanish",Richard Linklater,Richard Linklater,IFC Productions,"Ellar Coltrane, Patricia Arquette, Elijah Smith, Lorelei Linklater, Steven Chester Prince, Bonnie Cross, Sydney Orta, Libby Villari, Ethan Hawke, Marco Perella, Jamie Howard, Andrew Villarreal, Shane Graham, Tess Allen, Ryan Power","The life of Mason, from early childhood to his arrival at college.",7.9,330806,"$4,000,000 ","$25,352,281 ","$48,137,666 ",100,998,580
tt1067765,Adult World,Adult World,2013,2/14/2014,"Comedy, Drama",97,USA,English,Scott Coffey,Andy Cochran,Treehouse Pictures,"Emma Roberts, Summer Shelton, Chris Riggi, Shannon Woodward, Catherine Lloyd Burns, Reed Birney, Manu Gargi, Patricia Squire, Cloris Leachman, Scott Coffey, John Cullum, Evan Peters, Joshua Barry Ward, Justin Nappi, John Cusack","A naive college graduate, Amy, who believes she's destined to be a great poet, begrudgingly accepts a job in a shop while she pursues a mentorship with reclusive writer Rat Billings.",6.1,16617,"$4,000,000 ","$25,368 ","$37,887 ",61,50,42
tt1107319,Dirty Girl,Dirty Girl,2010,7/7/2011,"Comedy, Drama",90,USA,English,Abe Sylvia,Abe Sylvia,The Weinstein Company,"Jeremy Dozier, Juno Temple, Zach Lasry, Jonathan Slavin, Marcella Lentz-Pope, William Horwich, Gary Grubbs, Deborah Theaker, Natalie Amenula, David Petruzzi, Milla Jovovich, Vivian Smallwood, Jack Kehler, Mary Steenburgen, Dwight Yoakam","It's 1987 and Danielle, the high school 'Dirty Girl', is running away. With her is chubby, gay Clarke, a bag of flour called Joan and a Walkman full of glorious '80s tunes.",6.4,10239,"$4,000,000 ","$55,125 ","$143,485 ",37,43,66
tt1134854,Survival of the Dead - L'isola dei sopravvissuti,Survival of the Dead,2009,5/6/2010,"Comedy, Drama, Horror",90,"USA, Canada",English,George A. Romero,George A. Romero,Blank of the Dead Productions,"Alan Van Sprang, Joshua Peace, Hardee T. Lineham, Dru Viergever, Eric Woolfe, Shawn Roberts, Scott Wentworth, Amy Lalonde, Michelle Morgan, Joshua Close, Mitch Risman, Kenneth Welsh, Julian Richings, Wayne Robson, Kathleen Munroe","On an island off the coast of North America, local residents simultaneously fight a zombie epidemic while hoping for a cure to return their un-dead relatives back to their human state.",4.9,20063,"$4,000,000 ","$101,740 ","$386,078 ",43,164,195
tt1139797,Lasciami entrare,LÃ¥t den rÃ¤tte komma in,2008,1/9/2009,"Crime, Drama, Fantasy",114,Sweden,"Swedish, Spanish",Tomas Alfredson,"John Ajvide Lindqvist, John Ajvide Lindqvist",EFTI,"KÃ¥re Hedebrant, Lina Leandersson, Per Ragnar, Henrik Dahl, Karin Bergquist, Peter Carlberg, Ika Nord, Mikael Rahm, Karl-Robert Lindgren, Anders T. Peedu, Pale Olofsson, Cayetano Ruiz, Patrik Rydmark, Johan SÃ¶mnes, Mikael Erhardsson","Oskar, an overlooked and bullied boy, finds love and revenge through Eli, a beautiful but peculiar girl.",7.9,202678,"$4,000,000 ","$2,122,065 ","$11,227,336 ",82,593,496
tt1231277,S. Darko,S. Darko,2009,8/21/2009,"Drama, Mystery, Sci-Fi",103,USA,English,Chris Fisher,"Nate Atkins, Richard Kelly",Silver Nitrate,"Daveigh Chase, Briana Evigan, James Lafferty, Ed Westwick, Walter Platz, John Hawkes, Bret Roberts, Jackson Rathbone, Elizabeth Berkley, Barbara Tarbuck, Matthew Davis, Nathan Stevens, Ryan Templeman, Zulay Henao, JJ Neward","Donnie Darko's little sister Samantha and her best friend Corey are on a cross-country road trip, but soon find themselves entangled in a dangerous glitch in the time-space continuum.",3.6,13092,"$4,000,000 ",,"$1,079,949 ",,123,87
tt1422136,A Lonely Place to Die,A Lonely Place to Die,2011,9/7/2011,"Crime, Thriller",99,UK,"English, Serbian",Julian Gilbey,"Julian Gilbey, Will Gilbey",Carnaby International,"Alec Newman, Ed Speleers, Melissa George, Kate Magowan, Garry Sweeney, Holly Boyd, Douglas Russell, Alan Steele, Sean Harris, Stephen McCole, Karel Roden, Eamonn Walker, Paul Anderson, Eric Barlow, Jamie Edgell",A group of mountaineers in the Scottish Highlands discover a kidnapped girl and are pursued by her captors.,6.2,26906,"$4,000,000 ",,"$442,550 ",,150,141
tt1529572,Trust,Trust,2010,4/28/2011,"Crime, Drama, Thriller",106,USA,English,David Schwimmer,"Andy Bellin, Robert Festinger",Millennium Films,"Clive Owen, Catherine Keener, Liana Liberato, Jason Clarke, Viola Davis, Chris Henry Coffey, Spencer Curnutt, Aislinn DeButch, Noah Emmerich, Olivia Wickline, Zoe Levin, Zanny Laird, Yolanda Mendoza, Shenell Randall, Jordan Trovillion",A teenage girl is targeted by an online sexual predator.,6.9,40750,"$4,000,000 ","$120,016 ","$595,802 ",60,155,102
tt1613062,La musica che non ti ho detto,The Music Never Stopped,2011,10/27/2011,"Drama, Music",105,USA,English,Jim Kohlberg,"Gwyn Lurie, Gary Marks",Essential Pictures,"J.K. Simmons, Cara Seymour, Lou Taylor Pucci, Scott Adsit, James Urbaniak, Max Antisell, Ryan Karels, Peggy Gormley, Tammy Blanchard, Josh Segarra, Xander Johnson, Jesse Roche, Julia Ormond, Erica Fae, MÃ­a Maestro","Tale of a father who struggles to bond with his estranged son Gabriel, after Gabriel suffers from a brain tumor that prevents him from forming new memories. With Gabriel unable to shed the ...",7.5,7718,"$4,000,000 ","$258,223 ","$342,202 ",60,34,56
tt1668191,Av Mevsimi,Av Mevsimi,2010,12/3/2010,"Crime, Drama, Mystery",140,Turkey,Turkish,Yavuz Turgul,Yavuz Turgul,Fida Film,"Sener Sen, Cem Yilmaz, Ã‡etin Tekindor, Melisa SÃ¶zen, Okan Yalabik, Riza Kocaoglu, Nergis Ã‡orakÃ§i, Mustafa Avkiran, Mahir Ipek, Sefika Tolun, Emine Sans Umar, Gamze SÃ¼ner Atay, Bartu KÃ¼Ã§Ã¼kÃ§aglayan, Cahit GÃ¶k, Murat Serezli",The lives of three homicide detectives are turned upside-down during a murder investigation.,7.4,30548,"$4,000,000 ",,"$12,571,431 ",,25,10
tt1790869,In Their Skin,In Their Skin,2012,10/26/2012,"Horror, Thriller",97,Canada,English,Jeremy Power Regimbal,"Joshua Close, Justin Tyler Close",Studio Movement Entertainment,"Selma Blair, Joshua Close, James D'Arcy, Rachel Miner, Quinn Lord, Alex Ferris, Matt Bellefleur, Terence Kelly, Leanne Adachi, Brett Delaney, Debbe Hirata, Agam Darshi, Allie Bertram","The Hughes' cottage vacation is violently interrupted by a family on a murderous and identity-stealing journey, in search of the ""perfect"" life.",5.3,5115,"$4,000,000 ",,"$106,919 ",50,23,75
tt1836944,The Baytown Outlaws - I fuorilegge,The Baytown Outlaws,2012,6/15/2013,"Action, Comedy, Crime",98,USA,English,Barry Battles,"Barry Battles, Griffin Hood",Lleju Productions,"Clayne Crawford, Travis Fimmel, Daniel Cudmore, Thomas Brodie-Sangster, Adrian Spurlock, Billy Bob Thornton, Eva Longoria, Andre Braugher, Michael Rapaport, Paul Wesley, ZoÃ« Bell, Julio Oscar Mechoso, Damien Moses, Nito Larioza, Bill Perkins","When three redneck brothers agree to help a woman save her godson from an abusive stepfather, they become targets on the run from an odd cast of characters.",6.4,13618,"$4,000,000 ",,"$37,470 ",33,70,65
tt1839642,The Face of Love,The Face of Love,2013,10/25/2013,"Drama, Mystery, Romance",92,USA,English,Arie Posin,"Matthew McDuffie, Arie Posin",Mockingbird Pictures,"Annette Bening, Ed Harris, Robin Williams, Jess Weixler, Linda Park, Jeffrey Vincent Parise, Horacio Cerutti, Amy Brenneman, Clyde Kusatsu, Eli Vargas, Miguel PÃ©rez",A widow falls for a guy who bears a striking resemblance to her late husband.,6.2,5059,"$4,000,000 ","$350,006 ","$1,806,548 ",51,32,62
tt1878841,The Darkness,The Darkness,2016,5/13/2016,"Horror, Thriller",92,USA,English,Greg McLean,"Greg McLean, Shayne Armstrong",Blumhouse Productions,"Kevin Bacon, Radha Mitchell, David Mazouz, Lucy Fry, Matt Walsh, Jennifer Morrison, Parker Mack, Paul Reiser, Ming-Na Wen, Trian Long Smith, Tara Lynne Barr, Krista Marie Yu, Christopher Darga, Judith McConnell, Ilza Ponko","A family unknowingly awakens an ancient supernatural entity on a Grand Canyon vacation, and must fight for survival when it follows them home.",4.4,14464,"$4,000,000 ","$10,753,574 ","$10,898,293 ",27,151,80
tt2059171,13 peccati,13 Sins,2014,4/11/2014,"Horror, Thriller",93,USA,English,Daniel Stamm,"David Birke, Daniel Stamm",RADiUS-TWC,"Mark Webber, Devon Graye, Tom Bower, Rutina Wesley, Ron Perlman, Pruitt Taylor Vince, Clyde Risley Jones, Deneen Tyler, Tom Lawson Jr., Sharon Smith, Greg Pearson, Ritchie Montgomery, Brylee Kate Woodard, Sabrina Gennarino, Hugh Ettinger","A cryptic phone call sets off a dangerous game of risks for Elliot, a down-on-his-luck salesman. The game promises increasing rewards for completing 13 tasks, each more sinister than the last.",6.3,32536,"$4,000,000 ","$13,809 ","$826,913 ",44,121,107
tt2094018,Hours,Hours,2013,12/4/2013,"Drama, Thriller",97,USA,English,Eric Heisserer,Eric Heisserer,The Safran Company,"Paul Walker, Genesis Rodriguez, Nancy Nave, Shane Jacobsen, Natalia Safran, TJ Hassan, Lena Clark, Kesha Bullard, Yohance Myles, Judd Lormand, Tony Bentley, Ian Hoch, Kerry Cahill, Oscar Gale, Christopher Matthew Cook",A father struggles to keep his infant daughter alive in the wake of Hurricane Katrina.,6.4,27795,"$4,000,000 ",,"$801,983 ",55,88,61
tt2382396,Joe,Joe,2013,10/9/2014,"Crime, Drama",117,USA,English,David Gordon Green,"Gary Hawkins, Larry Brown",Worldview Entertainment,"Nicolas Cage, Tye Sheridan, Gary Poulter, Ronnie Gene Blevins, Adriene Mishler, Brian Mays, Aj Wilson McPhaul, Sue Rock, Heather Kafka, Brenda Isaacs Booth, Anna Niemtschk, Elbert Hill III, Milton Fountain, Roderick L. Polk, Aaron Spivey-Sorrells","An ex-con, who is the unlikeliest of role models, meets a 15-year-old boy and is faced with the choice of redemption or ruin.",6.9,44806,"$4,000,000 ","$373,375 ","$2,431,443 ",74,146,172
tt2383068,The Sacrament,The Sacrament,2013,5/1/2014,"Horror, Thriller",99,USA,English,Ti West,Ti West,Worldview Entertainment,"Joe Swanberg, AJ Bowen, Kentucker Audley, Gene Jones, Amy Seimetz, Kate Forbes, Conphidance, Derek Roberts, Shirley Jones Byrd, Shaun Clay, Dale Neal, Kate Lyn Sheil, Donna Biscoe, Tovin A. Pristell, Christian Ojore Mayfield","A news team trails a man as he travels into the world of Eden Parish to find his missing sister, where it becomes apparent that this paradise may not be as it seems.",6.1,16587,"$4,000,000 ","$9,221 ","$9,221 ",49,100,206
